genres,followers,artists
"['canadian indie', 'folk-pop', 'indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'lilith', 'metropopolis', 'permanent wave', 'pop rock']",391461,Tegan and Sara
"['christian hip hop', 'christian rock']",38377,Grits
"['alternative rock', 'anti-folk', 'art rock', 'chamber pop', 'dance rock', 'dream pop', 'experimental rock', 'folk-pop', 'freak folk', 'garage psych', 'garage rock', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'neo-psychedelic', 'new wave', 'noise pop', 'noise rock', 'post-punk', 'power pop', 'rock', 'shoegaze', 'slow core', 'uk post-punk']",184660,Pavement
[],77301,The Cataracs
"['ccm', 'christian alternative rock', 'christian music', 'christian rock', 'worship']",162741,Jamie Grace
"['electropop', 'indie pop rap', 'indie poptimism', 'pop', 'pop rap']",215625,Quinn XCII
"['anthem worship', 'deep ccm', 'world worship']",13554,UPPERROOM
"['dutch indie', 'dutch pop', 'dutch rock']",103660,Chef'Special
[],49,Splash and Bubbles
"['hard alternative', 'modern alternative rock', 'swedish alternative rock']",27623,Smash Into Pieces
[],102982,The Asteroids Galaxy Tour
"['modern alternative rock', 'modern rock', 'pop']",2346183,The Neighbourhood
"['contemporary country', 'country', 'country road', 'lift kit', 'modern country rock']",252942,Eric Paslay
"['pop rock', 'post-grunge']",58324,Fastball
['kids dance party'],16301,Gummibär
"[""children's music""]",281319,Kidz Bop Kids
['reggaeton flow'],6056,Boy Wonder Chosen Few
"['banda', 'cumbia', 'duranguense', 'grupera', 'norteno', 'regional mexican']",212768,K-Paz De La Sierra
"['anti-folk', 'chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'melancholia', 'modern rock', 'slow core', 'stomp and holler']",326851,Bright Eyes
[],4516,Bright Eyes & Neva Dinova
"[""children's music""]",171586,Spongebob Squarepants
"['alternative dance', 'dance-punk', 'garage rock', 'indie rock', 'modern rock', 'new rave', 'rock']",125901,The Bravery
"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",901663,Foreigner
"['grupera', 'latin', 'latin pop', 'regional mexican']",1154120,Marco Antonio Solís
[],1434,Yung L
"['electro', 'electronic', 'filter house']",4676975,Daft Punk
"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'pop rap', 'progressive electro house']",2514397,Swedish House Mafia
"['alternative dance', 'metropopolis', 'modern rock', 'pop', 'shimmer pop']",580475,Capital Cities
"['conscious hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",1010757,Lupe Fiasco
"['dance pop', 'pop', 'post-teen pop', 'viral pop']",445903,Karmin
[],8876,Noah Schnacky
"['contemporary country', 'country', 'country road', 'modern country rock']",1011024,Darius Rucker
"['contemporary country', 'pop emo', 'viral pop']",141093,Cassadee Pope
"['ccm', 'christian alternative rock', 'christian music', 'christian rock', 'worship']",245496,Britt Nicole
"['reggae fusion', 'ska punk']",1129361,Sublime
"['dreamo', 'emo', 'pop emo', 'pop punk', 'screamo']",81963,The Starting Line
"['christian hip hop', 'christian trap']",216915,Trip Lee
['pop rap'],491312,Aloe Blacc
"['dance pop', 'pop', 'post-teen pop', 'teen pop', 'viral pop']",860474,Bridgit Mendler
"['contemporary country', 'country', 'country road', 'modern country rock']",211999,David Nail
"['chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'melancholia', 'slow core', 'stomp and holler']",2098990,Bon Iver
"['dance pop', 'pop', 'post-teen pop', 'viral pop']",2080411,Zendaya
"['contemporary country', 'country', 'country road', 'modern country rock']",74874,David Lee Murphy
"['alternative rock', 'grunge', 'permanent wave', 'post-grunge', 'rock']",3878623,Pearl Jam
['sleep'],933,Zen Mindwaves
"['christian alternative rock', 'christian rock', 'dreamo', 'emo', 'pop punk', 'pop rock']",196147,Anberlin
"['alternative emo', 'anthem emo', 'emo', 'melodic hardcore', 'modern rock', 'pop punk']",166557,The Wonder Years
"['indie electro-pop', 'indie poptimism', 'vapor soul']",11719,morgxn
"['big room', 'brostep', 'catstep', 'dance pop', 'edm', 'electro house', 'pop']",632308,Krewella
"['dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",1545436,Kelly Rowland
"['classical', 'post-romantic era', 'russian romanticism', 'ukrainian classical']",207281,Sergei Rachmaninoff
"['k-hop', 'k-pop']",988380,PSY
"['contemporary country', 'country', 'country road']",955741,Toby Keith
"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",1330032,Taio Cruz
['focus'],15252,August Wilhelmsson
"['alternative dance', 'dance-punk', 'electropop', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'shimmer pop', 'swedish electropop', 'swedish indie pop', 'swedish synthpop']",462925,Miike Snow
"['canadian pop', 'deep pop r&b', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",363162,Melanie Fiona
"['chamber pop', 'deep new americana', 'indie folk', 'new americana']",6303,Eddie Berman
"['australian alternative rock', 'australian pop']",2119692,Gotye
"['death core', 'djent', 'mathcore', 'melodic metalcore', 'metalcore', 'rap metal']",139633,Born Of Osiris
"['alternative metal', 'nu metal', 'pop rock', 'post-grunge', 'rap metal', 'rap rock']",705154,Hinder
"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",446464,Three 6 Mafia
"['alternative metal', 'groove metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'rock']",1073958,Godsmack
"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'rock']",2540751,Korn
"['acoustic pop', 'folk-pop', 'indie folk', 'neo mellow', 'new americana', 'pop rock', 'stomp and holler']",592620,Ray LaMontagne
[],2722,Andrew P
"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",102500,M.O.P.
"['alternative metal', 'groove metal', 'nu metal', 'post-grunge']",2554014,Five Finger Death Punch
"['disney', 'movie tunes']",19223,Jodi Benson
['pop rap'],22751,J. Dash
"['deep pop r&b', 'dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",378295,Kirko Bangz
"['folk-pop', 'lilith']",97393,Grace Potter & The Nocturnals
"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",425661,Easton Corbin
"['folk-pop', 'indie folk', 'indie pop', 'indie rock', 'la indie', 'modern rock', 'stomp and holler']",737891,Edward Sharpe & The Magnetic Zeros
"['rap', 'southern hip hop', 'trap music', 'underground hip hop', 'vapor trap']",143081,Maxo Kream
"['folk-pop', 'neo mellow', 'pop', 'pop rock']",534012,Phillip Phillips
"['neo mellow', 'pop rock', 'post-grunge']",1002305,Matchbox Twenty
['indie garage rock'],69184,SWMRS
"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",291820,Pistol Annies
"['garage rock', 'modern alternative rock', 'modern blues', 'modern rock']",227136,The Heavy
"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']",3226776,Avril Lavigne
"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",3800695,Snoop Dogg
"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",242557,Thompson Square
"['brooklyn indie', 'folk-pop', 'garage rock', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'rock', 'stomp and holler']",1174565,Vampire Weekend
"['bow pop', 'emo', 'modern rock', 'pop punk', 'pop rock', 'post-grunge']",711312,Yellowcard
"['contemporary country', 'country', 'country road', 'lift kit', 'modern country rock']",224349,Love and Theft
"['big room', 'dance pop', 'deep big room', 'edm', 'electro house', 'electropowerpop', 'pop punk', 'screamo', 'trancecore']",242128,Breathe Carolina
"['alternative dance', 'australian alternative rock', 'indie pop', 'indietronica', 'modern rock']",485063,The Temper Trap
"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",166609,Gloriana
"['dance pop', 'neo soul', 'pop', 'r&b']",1464305,Emeli Sandé
"['comic', 'pop rap']",712934,The Lonely Island
"['colombian pop', 'cumbia', 'dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'rock en espanol', 'tropical']",1852887,Juanes
"['mexican hip hop', 'trap mexicano']",381764,Aleman
"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",1327911,Flame
"['alternative metal', 'alternative rock', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'rock']",716281,Chevelle
"['europop', 'swedish pop']",1479769,ABBA
"['electro latino', 'latin', 'latin hip hop', 'pop', 'reggaeton', 'tropical']",2502270,Wisin & Yandel
"['indietronica', 'metropopolis', 'neo-synthpop']",1459512,M83
"['dance pop', 'pop', 'pop rap', 'post-teen pop']",2284625,will.i.am
"['deep underground hip hop', 'indie pop rap', 'pop rap']",339913,Futuristic
"['dance pop', 'europop', 'neo mellow', 'pop', 'post-teen pop', 'talent show']",1935157,Olly Murs
"['album rock', 'art rock', 'bow pop', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",557273,Kansas
"['francoton', 'french hip hop', 'trap francais']",198196,S.Pri Noir
"['brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'merseybeat', 'rock-and-roll', 'soft rock']",57202,Johnny Rivers
['industrial metal'],3707,Drain Sth
"['brutal death metal', 'death core', 'death metal', 'deathgrind', 'goregrind', 'grindcore', 'technical death metal']",60206,Cattle Decapitation
"['album rock', 'classic rock', 'hard rock', 'rock']",5234682,Aerosmith
"['bossa nova', 'brazilian rock', 'mpb', 'pagode', 'samba']",466560,Tim Maia
"['anti-folk', 'ectofolk', 'folk', 'folk-pop', 'lilith', 'new wave pop', 'pop rock', 'singer-songwriter']",112888,Ani DiFranco
"['alternative metal', 'post-grunge', 'rap metal', 'rap rock']",127627,Deuce
"['australian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'talent show', 'viral pop']",1574577,Cher Lloyd
"['alternative country', 'bluegrass', 'folk', 'folk-pop', 'jam band', 'new americana', 'old-time', 'progressive bluegrass', 'roots rock', 'stomp and holler', 'traditional folk']",235764,Old Crow Medicine Show
"['alternative dance', 'folk-pop', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'shimmer pop', 'stomp and holler']",905223,Passion Pit
"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",142773,Mr. Mister
"['alternative metal', 'nu metal', 'pop punk', 'post-grunge', 'rap metal', 'rap rock']",390852,Sick Puppies
"['dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",480921,Travis Porter
"['ccm', 'christian alternative rock', 'christian music', 'christian rock', 'world worship', 'worship']",105638,Laura Story
"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']",1161408,Timbaland
['new wave pop'],78084,Kim Carnes
"['dance pop', 'edm', 'pop', 'pop rap']",766364,Far East Movement
"['alternative metal', 'neo mellow', 'pop', 'pop rock', 'post-grunge']",945685,Lifehouse
"['brazilian electronica', 'complextro', 'edm', 'electro house']",177750,FTampa
"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock', 'synthpop']",849063,Tears For Fears
"['alternative metal', 'hard rock', 'metal', 'rock', 'speed metal', 'thrash metal']",8247327,Metallica
"['art rock', 'classic rock', 'dance rock', 'glam rock', 'new wave', 'permanent wave', 'protopunk', 'psychedelic rock', 'rock', 'singer-songwriter']",734655,Lou Reed
['modern alternative rock'],615563,Alex Clare
['electro house'],4399188,Alok
"['emo', 'neo mellow', 'piano rock', 'pixie', 'pop punk', 'pop rock', 'viral pop']",597025,Secondhand Serenade
"['boy band', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",1550431,The Wanted
['escape room'],111118,Kreayshawn
"['alternative dance', 'dance-punk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave']",1369268,Phoenix
"['dirty south rap', 'pop rap']",52430,MiMS
"['alternative rock', 'anti-folk', 'garage rock', 'indie rock', 'modern rock', 'permanent wave', 'rock']",811272,Beck
[],32940,LoveRance
"['brostep', 'drum and bass', 'edm', 'electro house']",653682,NERO
"['adult standards', 'disco', 'mellow gold', 'motown', 'quiet storm', 'soft rock']",917452,Lionel Richie
"['trap queen', 'vapor trap']",43020,Kodie Shane
['deep underground hip hop'],350602,Phora
"['australian pop', 'deep australian indie', 'folk-pop', 'lilith']",125591,Missy Higgins
['sleep'],6394,White Noise Research
"['jam band', 'reggae fusion', 'reggae rock']",345185,Slightly Stoopid
"['dance pop', 'strut']",102011,Todrick Hall
"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",190423,Blue October
"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian rock', 'worship']",178815,Steven Curtis Chapman
['stomp and flutter'],6132,Aaron Espe
"['album rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']",217927,Billy Squier
"['contemporary country', 'country', 'country gospel', 'country road', 'country rock', 'nashville sound', 'traditional country']",114308,Shenandoah
"['deep new americana', 'folk-pop', 'indie folk', 'indie pop', 'modern rock', 'new americana', 'stomp and holler']",37272,Mt. Joy
[],1640,Bela Nemeth
"['christian relaxative', 'lds', 'new age', 'new age piano']",30442,Paul Cardall
"['classic opm', 'opm', 'pinoy alternative']",767075,Yeng Constantino
"['dance pop', 'hollywood', 'new wave pop']",799466,Cher
"['alternative rock', 'art rock', 'dance rock', 'dance-punk', 'dream pop', 'experimental', 'experimental rock', 'folk rock', 'garage rock', 'indie rock', 'lo-fi', 'neo-psychedelic', 'new wave', 'no wave', 'noise pop', 'noise rock', 'post-punk', 'power pop', 'protopunk', 'psychedelic rock', 'pub rock', 'punk', 'punk blues', 'rock']",126227,Television
"['dance pop', 'pop', 'pop rock']",2527725,Madonna
"['dance pop', 'electropowerpop', 'pop punk', 'pop rap', 'post-teen pop']",447038,3OH!3
"['metalcore', 'post-screamo', 'screamo']",49387,Bad Omens
"['alternative pop rock', 'pop emo', 'pop punk']",429554,Never Shout Never
['indie r&b'],543827,Rex Orange County
['k-pop'],1926692,TWICE
"['boy band', 'dance pop', 'pop', 'post-teen pop', 'teen pop', 'viral pop']",1201792,Big Time Rush
"['alternative metal', 'nu metal', 'post-grunge']",2550671,Avenged Sevenfold
"['dance pop', 'electropop', 'post-teen pop']",188321,DEV
"['dance pop', 'neo mellow', 'pop', 'pop punk', 'pop rap', 'pop rock', 'post-teen pop', 'viral pop']",336930,Hot Chelle Rae
"['indie pop', 'indie rock', 'la indie', 'metropopolis', 'modern alternative rock', 'modern rock', 'stomp and holler']",124264,The Airborne Toxic Event
"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",761761,Gavin DeGraw
"['dance pop', 'funk', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",689564,Maxwell
"['dance pop', 'pop punk', 'pop rap', 'post-teen pop']",297808,Cobra Starship
"['hollywood', 'pop', 'post-teen pop', 'viral pop']",939526,Glee Cast
"['dance pop', 'pop rap']",74332,Kevin Rudolf
"['alternative rock', 'blues-rock', 'garage rock', 'indie rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']",1492207,The White Stripes
"['acoustic pop', 'folk-pop', 'indiecoustica', 'neo mellow', 'pop rock']",89012,Eric Hutchinson
[],0,OK-Sounds
"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",3743587,Dr. Dre
"['reggae fusion', 'reggae rock']",102725,Michael Franti & Spearhead
"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",760035,Sugarland
"['contemporary country', 'country', 'country dawn', 'country gospel', 'country road']",485586,Sara Evans
[],11818,James King
"['detroit hip hop', 'dirty south rap', 'g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'west coast rap']",594890,Xzibit
"['dance pop', 'deep pop r&b', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'southern hip hop', 'urban contemporary']",874269,Keri Hilson
"['dance pop', 'grime', 'hip hop', 'house', 'pop', 'pop rap', 'post-teen pop', 'rap', 'tropical house']",554884,Tinie Tempah
[],5047,Young DrA
['hip pop'],88270,Diddy - Dirty Money
[],6975,Bob Carlisle
"['alternative metal', 'groove metal', 'melodic metalcore', 'metalcore', 'nu metal', 'pop punk', 'post-grunge', 'rap metal', 'rap rock', 'screamo']",378606,Atreyu
"['indie r&b', 'rap', 'trap music', 'trap soul', 'underground hip hop']",69136,SAINt JHN
['modern alternative rock'],3008,Allies
[],144,The Visionary And The Architect
"['contemporary country', 'country', 'country road', 'modern country rock']",7583,Jaron And The Long Road To Love
"['electropop', 'post-teen pop']",42339,Kristinia DeBarge
[],36783,Auburn
['pop punk'],468005,Brand New
"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",236138,My Darkest Days
"['dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",990574,Young Money
"['dance pop', 'electropop', 'escape room', 'indie r&b', 'pop', 'post-teen pop', 'r&b']",310089,Willow
[],28927,Girls' Generation-Oh!GG
['reggae fusion'],451192,Matisyahu
"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'japanese jazz', 'jazz', 'jazz fusion', 'jazz piano', 'vocal jazz']",248475,Bill Evans
"['dance pop', 'post-teen pop', 'viral pop']",542404,Miranda Cosgrove
"['alternative pop rock', 'pixie', 'pop emo', 'pop punk', 'post-teen pop']",177718,The Ready Set
['gospel'],56169,J Moss
['pop rap'],64271,Cali Swag District
"['brooklyn indie', 'folk-pop', 'indie folk', 'indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'shimmer pop', 'stomp and holler']",280220,Matt and Kim
[],2623,September Savior
"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'german techno']",273710,Cascada
"['electro swing', 'nu jazz', 'swing', 'traditional swing']",54417,Big Bad Voodoo Daddy
[],11362,State of Mine
"['edm', 'tropical house']",4538219,Alan Walker
"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",1416536,Def Leppard
['contemporary country'],86352,Jessie James Decker
"['dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",20990,GS Boyz
['hawaiian'],184861,Israel Kamakawiwo'ole
"['regional mexican', 'regional mexican pop']",90578,Banda Renovacion
"['adult standards', 'christmas', 'lounge', 'soul', 'vocal jazz']",843897,Nat King Cole
"['contemporary country', 'country', 'country road']",829232,Alan Jackson
"['dance pop', 'dance rock', 'disco', 'europop', 'girl group', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",197619,Bananarama
"['folk', 'folk-pop', 'lilith', 'new wave pop', 'pop rock']",293944,Sinéad O'Connor
"['album rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'power pop', 'rock', 'soft rock']",173826,The Outfield
"['acoustic pop', 'idol', 'indiecoustica', 'neo mellow', 'pop rock', 'viral pop']",96307,Kris Allen
"['alternative metal', 'melodic metalcore', 'metalcore', 'nu metal', 'rap metal', 'screamo']",478214,Parkway Drive
"['deep southern trap', 'deep trap', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",182899,B.G.
"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'trap music']",402426,Twista
"['dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'trap music']",448210,Lloyd Banks
"['canadian hip hop', 'rap', 'trap music', 'trap soul', 'vapor trap']",56940,Baka Not Nice
"['dance pop', 'post-teen pop', 'r&b', 'urban contemporary']",258897,Shontelle
"['alternative dance', 'dance pop', 'dance-punk', 'electropop', 'folk-pop', 'new rave']",240339,The Ting Tings
"['comic', 'indie pop rap', 'pop rap']",41316,Spose
"['alternative dance', 'brooklyn indie', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'neo-psychedelic', 'new rave', 'rock']",1273967,MGMT
['candy pop'],38621,Orianthi
"['dirty south rap', 'pop rap', 'southern hip hop', 'trap music']",26438,Dorrough Music
"['deep southern trap', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",771842,Boosie Badazz
"['baroque', 'classical', 'early music', 'german baroque', 'german jazz']",1779675,Johann Sebastian Bach
"['boston rock', 'celtic punk', 'celtic rock', 'punk', 'skate punk']",659283,Dropkick Murphys
"['dance pop', 'escape room', 'new rave', 'pop']",711268,M.I.A.
"['contemporary country', 'country', 'country road', 'country rock', 'modern country rock', 'outlaw country', 'red dirt', 'redneck', 'texas country', 'traditional country']",173380,Jamey Johnson
"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",370923,Kellie Pickler
"['contemporary country', 'country', 'country road', 'country rock', 'outlaw country', 'red dirt', 'traditional country']",812960,Brooks & Dunn
"['adult standards', 'canadian pop', 'lounge', 'neo mellow']",2699440,Michael Bublé
"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'wrestling']",340887,Saliva
"['alternative metal', 'post-grunge']",1971147,Evanescence
"['eurodance', 'europop', 'finnish edm']",75705,Darude
"['anthem worship', 'deep ccm', 'world worship', 'worship']",594798,Bethel Music
"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",166449,A Flock Of Seagulls
"['death core', 'groove metal', 'melodic death metal', 'melodic metalcore', 'metalcore', 'nu metal']",70588,Unearth
[],3934,Still Young
"['emo', 'neo mellow', 'pop punk', 'pop rock', 'post-teen pop']",586982,Boys Like Girls
"['album rock', 'german metal', 'german rock', 'hard rock', 'metal', 'rock']",1693770,Scorpions
"['australian pop', 'dance pop', 'girl group', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",2221432,The Pussycat Dolls
"['neo soul', 'r&b']",1280568,Sade
['hard alternative'],42264,Gemini Syndrome
"['alternative metal', 'christian alternative rock', 'nu metal', 'pop emo', 'post-grunge', 'rap metal', 'rap rock']",534333,Flyleaf
"['album rock', 'australian rock', 'hard rock', 'rock']",8693190,AC/DC
"['country', 'country gospel', 'country rock', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country']",262124,Conway Twitty
"['country', 'country gospel', 'country rock', 'nashville sound', 'outlaw country', 'traditional country']",103670,Ricky Van Shelton
"['country', 'country gospel', 'country rock', 'cowboy western', 'nashville sound', 'outlaw country', 'southern rock', 'traditional country']",419447,Merle Haggard
"['country', 'country gospel', 'country rock', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country', 'traditional folk']",219815,Loretta Lynn
"['death core', 'melodic metalcore', 'metalcore', 'rap metal', 'screamo']",248039,Attila
"['channel pop', 'viral pop']",52684,Caleb and Kelsey
[],1325,R. Crumb And His Cheap Suit Serenaders
"['country', 'country gospel', 'country rock', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country', 'traditional folk', 'western swing']",91886,Buck Owens
"['album rock', 'art rock', 'blues', 'blues-rock', 'british blues', 'classic rock', 'electric blues', 'folk rock', 'hard rock', 'mellow gold', 'modern blues', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'southern rock']",192039,Derek & The Dominos
['swamp pop'],1354,Ryan Foret And Foret Tradition
"['folk rock', 'mellow gold', 'soft rock']",206705,Jimmy Buffett
"['reggae', 'roots reggae']",5720076,Bob Marley & The Wailers
"['idol', 'neo mellow', 'pop rock', 'talent show']",134329,David Cook
"['contemporary country', 'country', 'country dawn', 'dance pop', 'pop rock']",404480,LeAnn Rimes
"['big room', 'brostep', 'complextro', 'edm', 'electro house', 'electronic trap', 'pop', 'progressive electro house']",590403,Porter Robinson
"['alternative emo', 'anthem emo']",13237,The Cardboard Swords
"['american choir', 'lds']",48489,Mormon Tabernacle Choir
"['deep funk', 'funk', 'motown', 'quiet storm', 'soul']",1170336,James Brown
"['electropowerpop', 'pixie', 'pop punk']",150462,Metro Station
"['neo mellow', 'piano rock', 'pop rock']",25640,Thriving Ivory
"['jam band', 'neo mellow', 'pop rock', 'post-grunge']",175040,O.A.R.
"['bass trap', 'edm', 'pop', 'tropical house', 'tropical pop edm']",422633,Illenium
"['album rock', 'blues-rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']",2218606,Eric Clapton
"['folk-pop', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'pop rock', 'stomp and holler']",902962,Death Cab for Cutie
"['neo classical metal', 'progressive metal']",148363,Trans-Siberian Orchestra
[],1,Saturday Night Academy
"['folk-pop', 'lilith', 'neo mellow', 'pop rock']",161030,Sixpence None The Richer
[],7285,Manganas Garden
"['big room', 'edm', 'electro house']",337096,Benny Benassi
"['escape room', 'indie r&b', 'trap queen']",53457,Junglepussy
"['contemporary country', 'country', 'country dawn', 'country road']",14807,Heidi Newfield
"['jam band', 'neo mellow', 'pop rock']",868887,Dave Matthews Band
"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",1106840,Sean Kingston
"['emo rap', 'lgbtq+ hip hop']",1435839,Lil Peep
"['contemporary country', 'country', 'country dawn', 'country road']",249142,Lee Ann Womack
"['brill building pop', 'folk rock', 'psychedelic rock', 'rock']",1561154,The Beach Boys
"['australian pop', 'candy pop', 'dance pop', 'electropop', 'girl group', 'pop', 'post-teen pop']",393056,The Veronicas
"['dance pop', 'post-teen pop', 'strut']",219556,Paris Hilton
['australian pop'],57975,Conrad Sewell
[],52,"YoungBloodZ, Lil Scrappy"
"['crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'wrestling']",283359,Lil Scrappy
[],310,"Chingy, Lil Scrappy"
"['crunk', 'dirty south rap', 'gangster rap']",255387,Mystikal
[],683,Ca$ino Roulette
['operatic pop'],339995,Josh Groban
"['russian ccm', 'world worship', 'worship']",1018598,Live
"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",481047,Trapt
"['dance pop', 'pop', 'post-teen pop', 'viral pop']",484144,Ashley Tisdale
"['classic opm', 'opm', 'pinoy alternative']",240217,MYMP
"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",5222825,Alicia Keys
"['canadian pop', 'neo mellow', 'pop rock']",127052,Daniel Powter
"['antiviral pop', 'otacore']",17942,Aviators
"['funk', 'motown', 'quiet storm', 'soul']",526283,Bill Withers
"['modern alternative rock', 'neo mellow', 'pop rock']",43174,Carolina Liar
"['neo mellow', 'pop', 'pop rock']",1685596,James Blunt
"['alternative metal', 'nu metal', 'post-grunge', 'rock']",608479,Kid Rock
"['abstract hip hop', 'alternative hip hop', 'conscious hip hop', 'escape room', 'hip hop']",206690,Aesop Rock
"['crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'southern hip hop', 'trap music']",95592,D4L
"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",314684,Saving Abel
"['big room', 'dance pop', 'deep big room', 'dutch house', 'edm', 'electro house', 'pop', 'progressive electro house', 'tropical house']",1367357,Rehab
[],15,Zvilnik
"['comic', 'conscious hip hop']",104015,Flobots
"['garage rock', 'indie rock', 'modern rock', 'rock']",3507421,Kings of Leon
"['contemporary country', 'country', 'country road', 'modern country rock']",44299,James Otto
"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'screamo']",98137,Framing Hanley
"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'rock']",1307108,Seether
